AccessionClean,Cerebellum,Midbrain,Thalamus,Lateral_habenula,Hippocampus,Dentate_gyrus,Basic_cell_groups_and_regions_grey,Lateral_septal_nucleus,Caudoputamen,Neocortex,Protein_names,Gene_Names,Tissue_specificity
Q3UTQ7,-0.329222873,-0.029082047,0.273911373,-0.452464862,0.162122036,-0.499624655,-0.126741733,-0.304999252,-0.081905676,-0.355687361,PR domain zinc finger protein 10 (PR domain-containing protein 10) (Tristanin),Prdm10 Gm1112 Tris,"TISSUE SPECIFICITY: Present in brain, liver, kidney, spleen and thymus (at protein level). {ECO:0000269|PubMed:12175877}."
Q3UTQ8,0.187397741,0.237962698,0.043485687,-0.25154415,0.374205202,0.273028334,0.086691983,0.204984835,0.345502097,0.407252907,Cyclin-dependent kinase-like 5 (EC 2.7.11.22),Cdkl5,
Q3UTZ3,0.557403349,0.223197902,0.559269597,0.300887919,0.406376272,0.019682936,0.088223176,0.126525798,0.463900636,0.819771658,Trafficking protein particle complex subunit 14 (Microtubule-associated protein 11),Trappc14 Map11,
Q3UU96,-0.007749059,-0.147863608,-0.301329113,-0.461040873,-0.341287942,-0.113524668,0.049056181,-0.102584193,-0.225732618,-0.301610577,Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha),Cdc42bpa Kiaa0451,
Q3UUD2,-0.964529627,-1.374752559,-1.586848836,-1.777583465,-1.279094699,-1.374514871,-1.817888192,-0.984687611,-1.539085039,-1.048025498,Protein sprouty homolog 3 (Spry-3) (Sprouty RTK signaling antagonist 3) (Sprouty3),Spry3,"TISSUE SPECIFICITY: Expressed in the brain with expression the highest in Purkinje cell bodies and projections in the cerebellum (at protein level) (PubMed:26089202). Also expressed in central and peripheral nervous system ganglion cells, superior cervical ganglion and dorsal root ganglion (at protein level) (PubMed:26089202). Expressed in the retinal ganglion cell layer and the inner nuclear layer (at protein level) (PubMed:26089202). {ECO:0000269|PubMed:26089202}."
Q3UUF8,0.064867229,0.16577054,0.281911448,-0.314447848,-0.267912185,-0.28363446,0.326705059,0.272328099,0.35881665,0.055088795,Ankyrin repeat domain-containing protein 34B (Dendritic cell progenitor protein of 58 kDa),Ankrd34b Dp58,TISSUE SPECIFICITY: Specifically and constitutively expressed in brain (at protein level). {ECO:0000269|PubMed:17485271}.
Q3UUG6,0.149756814,0.838819742,0.788749783,-0.12054971,0.352115009,0.090358116,0.958023319,0.413199084,0.231410615,0.41393883,TBC1 domain family member 24,Tbc1d24 Kiaa1171,"TISSUE SPECIFICITY: Expressed in brain, particularly at the level of the cortex and the hippocampus. Expressed in the inner ear in spiral ganglion cells, a collection of neurons critical for hearing and balance. {ECO:0000269|PubMed:20727515, ECO:0000269|PubMed:24387994}."
Q3UUI3,-2.096208108,-1.665454038,-2.099522339,-0.970064608,-1.091631151,-1.142058825,-1.592123368,-0.872062304,-2.223693746,-2.365701299,Acyl-coenzyme A thioesterase THEM4 (Acyl-CoA thioesterase THEM4) (EC 3.1.2.2) (Carboxyl-terminal modulator protein) (Thioesterase superfamily member 4),Them4 Ctmp,
Q3UUJ4,0.016653069,-0.038491599,0.322093353,-0.089169762,0.15125285,-0.169659088,0.343336441,0.132301445,0.170027049,0.166301704,STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein),Strada Lyk5 Strad,
Q3UUQ7,-0.286716072,-1.093590426,-0.467088101,-0.075684973,-0.442059662,-0.380246375,-0.594237225,-0.305828364,-0.739651042,-0.460899515,GPI inositol-deacylase (EC 3.1.-.-) (Post-GPI attachment to proteins factor 1),Pgap1,
Q3UUY6,0.330148504,0.231545825,0.14082642,-0.119587931,0.699712809,0.458381682,-0.224607997,-0.492107273,0.457459261,0.332365959,Prominin-2 (PROM-2) (Prominin-like protein 2) (mPROML2),Prom2 Proml2,"TISSUE SPECIFICITY: Expressed in kidney and testis. Present in urine within small membrane particles (at protein level). In the submandibular gland, expressed in seromucous acini. In the parotid gland, expressed in the serous acini and in all segments of the duct system. In the sublingual gland, expressed in large excretory ducts, but absent in intercalated ducts. In the extraorbital lacrimal gland, expressed in the serous acini. In the eyelid, expressed in the acini of the meibomian gland. {ECO:0000269|PubMed:12514187, ECO:0000269|PubMed:17109118, ECO:0000269|PubMed:17874118}."
Q3UV17,-0.100451962,-1.030747221,0.03039356,-0.341461464,0.132259907,0.87043799,1.476798641,-0.98472004,0.010681158,-0.567892374,"Keratin, type II cytoskeletal 2 oral (Keratin-76) (K76) (Type-II keratin Kb9)",Krt76,
Q3UV55,0.540370448,0.708306717,1.038299079,0.859486002,0.986468446,1.596582491,1.562523114,0.426930742,0.753810561,0.772737973,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),Nr1d1 Ear1,"TISSUE SPECIFICITY: Expressed during adipocyte differentiation (at protein level). Expressed in skeletal muscle, bladder, lumbar spinal cord, pancreatic islets and hypothalamus. Expressed in developing and adult retina. In the adult retina, predominantly expressed in the outer nuclear layer, where rod and cone cells reside, and also localized to the ganglion cell layer. Expressed in a circadian manner in the liver (PubMed:27686098). Expressed in a circadian manner in the lung with a peak between ZT8 and ZT12 (PubMed:29533925). {ECO:0000269|PubMed:18227153, ECO:0000269|PubMed:18454201, ECO:0000269|PubMed:21408158, ECO:0000269|PubMed:21874017, ECO:0000269|PubMed:22166979, ECO:0000269|PubMed:23531614, ECO:0000269|PubMed:24603368, ECO:0000269|PubMed:27686098, ECO:0000269|PubMed:29533925}."
Q3UV70,-0.163141473,-0.464053254,-0.418567664,-0.056961332,-0.615832893,-0.500951345,-0.306270309,-0.512081423,0.011694477,-0.082549573,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)",Pdp1 Ppm2c,
Q3UVC0,-0.060512837,0.13485713,0.135446964,-0.062534579,-0.281948122,-0.311849032,0.107129458,-0.887052027,0.057498157,-0.043245613,Kinase suppressor of Ras 2 (EC 2.7.11.1),Ksr2,
Q3UVG3,-0.782739983,-0.723847547,-0.87968557,-0.956733657,-0.417469705,-0.948012112,-1.605689628,-0.375454193,-1.095946828,-1.043246533,Protein FAM91A1,Fam91a1 D15Ertd621e Kiaa0493,
Q3UVK0,0.292745993,0.737573338,0.511118385,1.316197417,0.956238729,0.531341117,0.63145297,0.732086759,0.810194742,0.455505053,Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina),Ermp1 D19Wsu12e Fxna Kiaa1815,
Q3UVL4,-0.368409813,-0.626676456,-0.640983825,-0.303967594,-0.510785658,-0.567859343,-0.36966084,-0.88593588,-0.685439194,-0.486950174,Vacuolar protein sorting-associated protein 51 homolog (Protein fat-free homolog),Vps51 Ffr,
Q3UVR3,-0.984051655,-1.09923218,0.594081019,-0.50704309,-0.655080726,-0.900391081,-1.406894941,-0.307978434,-0.307593075,-0.615932537,Tau-tubulin kinase 2 (EC 2.7.11.1) (Protein bartleby),Ttbk2 Bby Kiaa0847 Ttbk1,
Q3UVU3,-0.294188126,0.5182591,0.722695483,0.79395349,0.451600577,-0.149891737,-0.443386062,-0.118750375,0.214653929,0.331881952,Calcium/manganese antiporter SLC30A10 (Solute carrier family 30 member 10),Slc30a10,TISSUE SPECIFICITY: Specifically expressed in fetal liver and fetal brain.
Q3UVX5,0.020063312,-0.081654357,-0.223060839,-0.411796882,-0.066939826,-0.013687793,-0.189629282,-0.046817709,-0.269178545,0.097761054,Metabotropic glutamate receptor 5 (mGluR5),Grm5 Gprc1e Mglur5,
Q3UVY1,-3.651724341,-3.00943563,NA,-2.520310398,-3.07770993,NA,-1.72927938,NA,-3.715001599,-4.460211653,Probable G-protein coupled receptor 149 (G-protein coupled receptor PGR10),Gpr149 Pgr10,
Q3UW12,-0.411687073,-0.176009378,NA,NA,NA,-1.54735176,NA,NA,-0.58948128,-0.435639805,Cyclic nucleotide-gated channel alpha-4 (CNG channel alpha-4) (CNGa4) (Olfactory cyclic nucleotide-gated channel subunit 2) (OCNC2),Cnga4,TISSUE SPECIFICITY: Expressed in the olfactory epithelium. {ECO:0000269|PubMed:11739959}.
Q3UW53,-0.616931208,-0.616277888,-0.024589118,-0.350378476,-0.255144237,-1.173822722,-0.114790645,-1.449519009,-0.34635788,-0.613568994,Protein Niban 1 (Protein FAM129A) (Protein Niban),Niban1 Fam129a Niban,
Q3UX10,-0.59899909,-0.505769183,-0.601678756,-0.442594965,-0.449018296,-0.746187567,-0.43977368,0.078216735,-1.131531713,-0.686336731,Tubulin alpha chain-like 3 (EC 3.6.5.-),Tubal3,
Q3UX43,0.567930871,0.487288412,0.6615745,0.890215022,0.28134145,0.241080039,0.157409864,-0.246049774,0.778837827,0.495092492,Ankyrin repeat domain-containing protein 13C,Ankrd13c,
Q3UXZ6,0.009720783,-0.15698249,-0.001050306,-0.052398535,0.100032201,0.119755317,-0.263217434,-0.207466851,0.162252836,0.308411937,Protein FAM81A,Fam81a,TISSUE SPECIFICITY: Expressed in most regions of the brain (at protein level). {ECO:0000269|PubMed:38452102}.
Q3UXZ9,0.221922949,-0.201641411,-1.362545002,-1.06799939,-0.497305328,-0.335700516,-1.145621721,-0.768118969,-0.288306337,0.078196689,Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A),Kdm5a Jarid1a Rbp2,"TISSUE SPECIFICITY: Expressed in the brain, with very high levels in the hippocampus. {ECO:0000269|PubMed:33350388}."
Q3UY34,-1.985023857,-1.811147623,-2.212442482,-2.02898794,-2.422536833,-1.660431001,-1.738477303,-1.717529448,-1.853781816,-2.243409116,Protein CUSTOS,Custos,
Q3UY51,-0.784620357,-0.342337416,-0.73996042,NA,-1.869601451,-1.58030458,1.305824951,NA,-0.314948182,-0.794826696,Leucine-rich repeat-containing protein 55 (BK channel auxiliary gamma subunit LRRC55),Lrrc55 Gm351,
Q3UYC0,-0.295996332,-0.165501826,-0.471031843,-0.44453484,-0.353189267,-0.803862503,-0.506348038,-0.096141845,-0.448075906,-0.613057542,Protein phosphatase 1H (EC 3.1.3.16),Ppm1h Kiaa1157,
Q3UYG8,-2.90307927,-2.995110645,-3.129948989,-1.793150994,-2.477553715,-1.550925642,-2.421079378,-1.783383365,-3.34268639,-2.77773919,ADP-ribose glycohydrolase MACROD2 (MACRO domain-containing protein 2) (O-acetyl-ADP-ribose deacetylase MACROD2) (EC 3.5.1.-) ([Protein ADP-ribosylaspartate] hydrolase MACROD2) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD2) (EC 3.2.2.-),Macrod2,TISSUE SPECIFICITY: Expressed in the kidney. {ECO:0000269|PubMed:17586838}.
Q3UYH7,-0.560295997,-0.38119364,-0.813673995,-0.225992051,-0.249174867,-0.22453282,-1.320830473,-1.142532418,-0.302663751,-0.206698923,G protein-coupled receptor kinase 3 (EC 2.7.11.15) (Beta-adrenergic receptor kinase 2) (Beta-ARK-2),Grk3 Adrbk2,
Q3UYK3,-0.230326557,-0.154794488,-0.41654037,NA,-1.45406068,-0.656257998,-0.296002949,-1.227191719,-0.254311865,-0.109233226,TBC1 domain family member 9,Tbc1d9 Kiaa0882,
Q3UYV9,-0.36568396,-0.444845462,-0.744558843,-0.129547159,-0.530702633,0.099590575,-0.748656654,-0.299428325,-0.80269683,-0.901487564,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),Ncbp1 Cbp80,"TISSUE SPECIFICITY: Expressed in the spermatogonia, spermatocytes and granular cells within the cerebellum. {ECO:0000269|PubMed:31112734}."
Q3UZ01,1.179209568,1.26294367,0.38201052,-0.135724226,0.91000639,0.498900676,0.79859556,-0.105200118,1.426958964,0.614303199,RNA-binding region-containing protein 3 (RNA-binding motif protein 40) (RNA-binding protein 40),Rnpc3 Kiaa1839 Rbm40,
Q3UZ39,0.302376705,0.215556368,0.45224157,-0.260060492,0.607805083,0.129302087,0.641401132,0.036968708,0.32932717,0.263617272,Leucine-rich repeat flightless-interacting protein 1 (LRR FLII-interacting protein 1) (FLI-LRR-associated protein 1) (Flap-1) (H186 FLAP),Lrrfip1 Flap,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:9525888}.
Q3UZP4,1.603628778,1.74349331,1.954477301,0.981755323,1.56514047,1.256323231,2.438279697,1.233306248,1.871699991,1.856923025,Small VCP/p97-interacting protein,Svip,"TISSUE SPECIFICITY: Highly expressed in the medulla spinalis, adrenal gland, cerebrum, cerebellum, and sciatic nerve. {ECO:0000269|PubMed:35042898}."
Q3UZV7,0.812030127,0.980056332,0.473811335,0.795970881,0.703584627,0.435784083,0.207084496,0.166459769,0.710368178,0.737294084,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 (Estrogen-induced gene 121-like protein),Elapor2 Eig121l,
Q3V009,-0.35351356,-0.263778638,-0.957643293,-0.659609692,-0.521195459,-0.304460061,-0.62899638,-1.077837068,-0.439204105,-0.331815511,Transmembrane emp24 domain-containing protein 1 (Interleukin-1 receptor-like 1 ligand) (Putative T1/ST2 receptor-binding protein) (p24 family protein gamma-1) (p24gamma1),Tmed1 Il1rl1l,TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:8621446}.
Q3V038,0.14159154,-0.261350225,-0.375281554,-0.154333928,-0.058578135,-0.407289794,-0.45561992,-0.713793531,-0.109805747,9.70E-04,Tetratricopeptide repeat protein 9A (TPR repeat protein 9A),Ttc9 Kiaa0227 Ttc9a,
Q3V079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basal body-orientation factor 1 (Coiled-coil domain-containing protein 176),Bbof1 Ccdc176,TISSUE SPECIFICITY: Expressed exclusively in the testis and predominantly expressed in male germ cells. {ECO:0000269|PubMed:37198331}.
Q3V0G7,-0.051772648,-0.300305368,0.014035545,-1.014483525,-0.34484462,-1.241768813,0.352909959,0.074956926,0.191782588,-0.275863804,GTPase-activating Rap/Ran-GAP domain-like protein 3,Garnl3,
Q3V0I2,-0.312951837,-0.365979015,-0.428741131,0.28889215,-0.115598445,-0.236215816,0.211109656,0.303443283,-0.193415034,-0.371131654,Proline-rich protein 7 (Synaptic proline-rich membrane protein),Prr7,"TISSUE SPECIFICITY: Highly expressed in brain, moderately expressed in lymph nodes and T cells and low expression in thymus and spleen. Expressed in single positive progenitor thymocytes, particularly in CD8 single positive thymocytes. {ECO:0000269|PubMed:27657535}."
Q3V0J1,-0.553728002,-0.464151577,-0.701069627,-0.039875563,-0.547376261,0.350752136,-0.728747705,0.335904736,-0.570271833,0.049774144,Transmembrane protein 237 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein homolog),Tmem237 Als2cr4,
Q3V0K9,-0.294496914,-1.113941404,0.760762729,0.928647602,0.829679345,-0.385296083,1.045977312,0.373028737,-0.95575946,-0.531636867,Plastin-1,Pls1,"TISSUE SPECIFICITY: In the inner ear, it is expressed in the organ of Corti (PubMed:25124451). Abundant in the utricle (at protein level) (PubMed:27811163). {ECO:0000269|PubMed:25124451, ECO:0000269|PubMed:27811163}."
Q3V129,-0.003864992,-0.101167014,0.170290281,-0.576005369,-0.240524021,-0.706931661,-0.46928732,-0.644327976,-0.035219871,0.048554265,Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4),Ulk4,"TISSUE SPECIFICITY: Expressed in embryonic and adult brain. In the brain, widely expressed, with highest levels in layers II/III and V of the cortex, piriform cortex, CA1-3 of hippocampus, dentate gyrus, ependymal cells lining the ventricles and choroid plexus, and in the thalamic reticular nucleus (at protein level). {ECO:0000269|PubMed:24284070}."
Q3V132,0.454736913,0.159993119,-0.014640181,0.281296357,0.084059607,0.163180436,-0.189314048,0.106088977,0.098257029,0.211742702,"ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)",Slc25a31 Aac4 Ant4 Sfec,"TISSUE SPECIFICITY: Specifically expressed in undifferentiated embryonic stem cells and germ cells (PubMed:16051982, PubMed:31489369). Expression is down-regulated after embryonic stem cells differentiation (PubMed:16051982). In adults, only expressed in developing gametes in testis (PubMed:16051982). In testis, expressed at higher level in spermatocytes. Expression is probably associated with entry of the male germ cells into meiosis (PubMed:17681941). Expressed at very low level in Sertoli cells (PubMed:17681941). {ECO:0000269|PubMed:16051982, ECO:0000269|PubMed:17681941, ECO:0000269|PubMed:31489369}."
Q3V1L4,0.094075047,0.763033237,0.093210656,0.613292246,-0.269541621,-0.169392568,0.500177686,0.134031098,0.473565748,0.079092127,Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (EC 3.1.3.99) (Cytosolic nucleoside phosphotransferase 5'N) (EC 2.7.1.77),Nt5c2,
Q3V1N1,-0.197796501,-0.140841494,-0.818703002,NA,-0.734485844,-0.5706268,-1.669078105,-0.750175781,-0.153360586,0.377956862,Malignant fibrous histiocytoma-amplified sequence 1 homolog,Mfhas1,
Q3V1U8,-0.401651064,0.184162631,-0.238134028,0.413519209,0.04525207,-0.174238277,-0.797412018,1.228279984,-0.441077974,-0.560066169,ELMO domain-containing protein 1,Elmod1,
Q3V1V3,1.067787485,1.14333724,-0.631166239,-0.7415428,-1.019907883,0.148830909,0.159563078,1.070658855,0.760051263,0.568857315,ESF1 homolog (ABT1-associated protein),Esf1 Abtap,
Q3V209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transmembrane and ubiquitin-like domain-containing protein 2,Tmub2,
Q3V2Q8,0.873176114,0.238282018,-0.292282222,0.053065385,0.371946392,0.002996184,0.048872283,-0.539564811,0.157892575,0.186868094,NEDD4-binding protein 2-like 1,N4bp2l1,
Q3V384,-0.482766191,-0.38384736,-1.660883781,-0.708208283,-0.427312429,-0.610132806,-0.760075705,-1.109021007,-0.189186416,-0.410382132,AFG1-like ATPase (EC 3.6.-.-) (Lactation elevated protein 1),Afg1l Lace1,"TISSUE SPECIFICITY: Highly expressed in heart, kidney, and lactating breast. Present at reduced levels in virgin, pregnant, and involuting breast. {ECO:0000269|PubMed:12079282}."
Q3V3N7,0.63588722,0.480231273,0.703157844,0.66805969,0.353776664,0.205416468,0.898713379,-0.656207857,0.796758441,0.833283633,BBSome complex member BBS1 (Bardet-Biedl syndrome 1 protein homolog),Bbs1,
Q3V3Q7,-0.771386157,-0.583175707,-0.336188393,-0.901335444,-0.623578047,-0.035667922,-0.068348194,-0.550086076,-0.601491023,-0.374351532,Phosphofurin acidic cluster sorting protein 2 (PACS-2) (PACS1-like protein),Pacs2 Kiaa0602 Pacs1l,
Q3V3R1,-0.303560659,-0.042745612,0.115951431,0.157553098,-0.101445968,-0.099870326,-0.110351523,0.14979208,-0.229935907,-0.261865226,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)",Mthfd1l Fthfsdc1,
Q3V3R4,0.047457416,-0.297161138,-0.22145507,-0.037105919,0.007724551,-0.139686924,-0.116677587,0.070112657,-0.01066806,0.127495284,Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a),Itga1,
Q3V3V9,-0.069982088,-0.208573102,0.572875044,-0.274207013,-0.011288772,0.057375993,-0.10435552,0.610505871,-0.405964101,-0.312529217,"Capping protein, Arp2/3 and myosin-I linker protein 2 (Capping protein regulator and myosin 1 linker 2) (F-actin-uncapping protein RLTPR) (Leucine-rich repeat-containing protein 16C) (RGD, leucine-rich repeat, tropomodulin and proline-rich-containing protein)",Carmil2 Lrrc16c Rltpr,
Q3V4B5,-1.993500838,-1.929724871,-1.6165863,-1.376846951,-1.784648216,-1.829791735,-1.2121216,-1.730303702,-2.209444155,-2.126182363,COMM domain-containing protein 6,Commd6,
Q3ZAS0,-1.015155019,-0.644436351,-0.876421505,0.170802181,-1.064630805,-1.486556045,-1.492263128,-0.253980224,-0.722471954,-1.027664063,Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Sodium/hydrogen exchanger) (Solute carrier family 9 member 2),Slc9a2 Nhe2,"TISSUE SPECIFICITY: Expressed in the colonic epithelium predominantly in the cryptal region. Maximally expressed in the luminal membrane near the crypt base and in the middle of the crypt (at protein level) (PubMed:14962844). Expressed in gastric epithelium (at protein level) (PubMed:21900251). {ECO:0000269|PubMed:14962844, ECO:0000269|PubMed:21900251}."
Q3ZK22,-0.250075699,-0.293974894,-0.314368177,0.599305526,-0.088898125,-0.00570012,0.536700045,-0.409620189,-0.198743672,-0.188448495,Vezatin,Vezt,"TISSUE SPECIFICITY: Expressed in developing cochlear hair cells (PubMed:17567809). Isoform 1, isoform 2 and isoform 3 are expressed in testis. In the seminiferous epithelium, present exclusively in the acrosome of spermatids (at protein level). {ECO:0000269|PubMed:17379651, ECO:0000269|PubMed:17567809}."
