accession,protein_name,gene_name,tissue_specificity,Cerebellum,Midbrain,Thalamus,Lateral habenula,Hippocampus,Dentate gyrus,Basic cell groups and regions (grey),Lateral septal nucleus,Caudoputamen,Neocortex
Q3UDK1,TRAF-type zinc finger domain-containing protein 1 (Protein FLN29),Trafd1 Fln29,"TISSUE SPECIFICITY: Expressed in skeletal muscle, brain, liver, kidney, spleen and bone marrow. Expression depends on STAT1. {ECO:0000269|PubMed:16221674}.",-0.560764656,-1.170342956,-0.910826189,-1.803046816,-0.943278338,-0.587970571,-0.900166526,-0.685091894,-0.616967441,-0.399803341
Q3UDP0,WD repeat-containing protein 41,Wdr41,,-0.897398198,-0.568568109,-0.256377807,0.107182316,-0.397612666,-1.026208173,-1.47082981,-0.810872122,-1.34451179,-0.847790421
Q3UDR8,"Protein YIPF3 (Killer lineage protein 1) (YIP1 family member 3) [Cleaved into: Protein YIPF3, N-terminally processed]",Yipf3 D17Wsu94e Klip1,TISSUE SPECIFICITY: Expressed by splenocytes (at protein level). {ECO:0000269|PubMed:12490290}.,0.408369901,0.082072685,0.537087776,0.82792626,-0.213693572,-0.54729428,-0.721422252,0.308875655,0.481209901,0.267135363
Q3UDW8,Heparan-alpha-glucosaminide N-acetyltransferase (EC 2.3.1.78) (Transmembrane protein 76),Hgsnat D8Ertd354e Tmem76,TISSUE SPECIFICITY: Expressed in the retina. {ECO:0000269|PubMed:25859010}.,-0.263471224,-0.814728696,-0.733693287,-0.788550025,-0.372026063,-0.267582958,0.341904163,0.081154048,-0.687968918,-0.522755391
Q3UE17,RNA-binding protein MEX3D (RING finger and KH domain-containing protein 1),Mex3d Rkhd1,,0.235533195,0.079652052,-0.095243413,-0.178789795,-0.286566772,-0.268093181,-0.267995217,-0.346334643,0.059957857,-0.003969964
Q3UE31,Uncharacterized protein KIAA0930 homolog,0,,-1.412354498,-1.2941245,-1.721720462,-2.592660173,-1.647652199,-1.456328974,-1.508054059,-1.1085781,-1.408788158,-1.498077119
Q3UEB3,Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor),Puf60 Siahbp1,,-0.925622579,-1.009614115,-1.075668216,-0.250674976,-0.935204919,-0.521055351,-1.36595733,-0.69861465,-0.954634398,-0.910684512
Q3UEZ8,Putative sodium/bile acid cotransporter 4 (Na(+)/bile acid cotransporter 4) (Solute carrier family 10 member 4),Slc10a4,"TISSUE SPECIFICITY: Highest expression in the brain and significantly above background levels in the eye, prostate, and whole embryo tissue preparations. {ECO:0000269|PubMed:18355966}.",-0.598697755,0.0118042,0.036689697,-0.316338384,-0.125948544,-0.374042632,-0.546864022,1.380681519,0.54272657,-0.954562543
Q3UFK8,FERM domain-containing protein 8 (iRhom tail-associated protein) (iTAP),Frmd8,TISSUE SPECIFICITY: Widely expressed (at protein level). {ECO:0000269|PubMed:29897333}.,0.59821497,0.588078327,0.407744627,-0.312941575,0.324755951,0.27428322,0.537601225,-0.321375439,0.525273878,0.306446039
Q3UFQ8,"Capping protein, Arp2/3 and myosin-I linker protein 3 (Capping protein regulator and myosin 1 linker protein 3) (Leucine-rich repeat-containing protein 16B)",Carmil3 Lrrc16b,,-2.192952253,-1.475034278,-1.517218966,-1.713579946,-1.545302086,-1.574165885,-1.845412839,-1.635396135,-1.706181437,-1.759784622
Q3UFS0,Protein zyg-11 homolog B,Zyg11b Kiaa1730,,-0.145422464,-0.392878218,-0.560362181,-0.061502337,-0.326064936,-0.490268001,-0.347106345,-0.548814333,-0.303012016,0.053709894
Q3UFT3,GRB2-associated and regulator of MAPK protein (GRB2-associated and regulator of MAPK1),Garem1 Fam59a Garem Gm944 Kiaa4238,,0.244684789,-0.097945074,0.266341966,0.022538967,0.453776317,0.097869507,0.416284132,0.012108528,0.234683653,0.428912253
Q3UFY7,7-methylguanosine phosphate-specific 5'-nucleotidase (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3B) (Cytosolic 5'-nucleotidase III-like protein) (cN-III-like protein) (EC 3.1.3.5) (N(7)-methylguanylate 5'-phosphatase),Nt5c3b Nt5c3l,,-1.04729614,-1.087678894,-0.915097278,-0.500197866,-1.409812479,-0.52329395,-1.251800797,-1.429759154,-0.793248181,-1.013102919
Q3UFY8,tRNA methyltransferase 10 homolog C (Mitochondrial ribonuclease P protein 1) (Mitochondrial RNase P protein 1) (RNA (guanine-9-)-methyltransferase domain-containing protein 1) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-) (tRNA (adenine(9)-N(1))-methyltransferase) (EC 2.1.1.218) (tRNA (guanine(9)-N(1))-methyltransferase) (EC 2.1.1.221),Trmt10c Mrpp1 Rg9mtd1,,-0.153921891,-0.528929621,0.020967167,-0.883854565,-1.597035381,-0.772651486,0.237441747,-1.262257591,-0.452717208,-0.587343783
Q3UGP8,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B)",Alg10b,,-1.198114818,-1.177080651,-1.402692699,-1.210503323,-0.971529332,-0.151115745,-1.548026839,-0.268056718,-0.987795085,-1.161341986
Q3UGR5,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Hdhd2,,-1.469310646,-1.534419366,-1.586790376,0.541572649,-1.735552773,-0.852455012,-0.301706739,-1.170908942,-1.408454181,-1.280067024
Q3UGS4,Mapk-regulated corepressor-interacting protein 1 (Protein FAM195B),Mcrip1 Fam195b,TISSUE SPECIFICITY: Widely expressed (at protein level). {ECO:0000269|PubMed:25728771}.,0.0102027,0.083656248,0.433004935,-0.503449248,0.366865489,0.300129726,-0.203327908,0.341765696,0.077854868,0.334607342
Q3UGX3,N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (N-acetyltransferase 8-like protein) (Protein Shati),Nat8l,"TISSUE SPECIFICITY: Expressed in brain, kidney, liver and spleen. In brain, present in neurons but not in astrocytes (at protein level). Expressed in brain, thymus and spleen. {ECO:0000269|PubMed:17626222, ECO:0000269|PubMed:19807691, ECO:0000269|PubMed:20385109}.",0.048009226,0.167047413,-0.008073665,0.034993199,0.037385319,0.070431544,-0.383793697,0.135545449,0.011231297,0.198473122
Q3UGY8,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (ARFGEF family member 3),Arfgef3 Big3 D10Bwg1379e Kiaa1244,"TISSUE SPECIFICITY: Expressed in pancreatic islet (insulin granules of islet alpha and beta cells) and brain (at protein level). {ECO:0000269|PubMed:24711543, ECO:0000269|PubMed:25737957}.",-0.217930158,-0.07960051,-0.085285976,0.274043474,-0.260207799,0.09068735,-0.116251548,-0.093430318,-0.074605731,0.002775736
Q3UH60,Disco-interacting protein 2 homolog B (DIP2 homolog B),Dip2b Kiaa1463,"TISSUE SPECIFICITY: Highly expressed in brain and spinal cord (at protein level) (PubMed:32153366). In brain, expression is detected in the main olfactory bulb, cortex, lateral ventricle, cornu ammonis 1, cornu ammonis 3, dentate gyrus, striatum, cerebellar cortex and medial habenula (PubMed:32153366). Expressed primarily in neurons including excitatory pyramidal neurons and inhibitory interneurons (PubMed:32153366). {ECO:0000269|PubMed:32153366}.",-0.133185641,-0.135125212,-0.32130187,-1.787207232,-0.231918317,-0.201508362,-0.376425074,-0.192065919,-0.295778887,-0.082004656
Q3UH66,Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2),Wnk2 Kiaa1760,TISSUE SPECIFICITY: Brain and heart. {ECO:0000269|PubMed:21733846}.,-0.219601159,-0.198141085,-0.378291545,-0.138239863,-0.201663322,-0.235444462,-0.109112043,-0.17647606,-0.369686156,-0.043598017
Q3UH68,LIM and calponin homology domains-containing protein 1,Limch1 Kiaa1102,,-0.062350472,0.053622572,-0.05852004,0.44926938,-0.007875415,0.037112134,-0.067466559,-0.198707853,0.254983138,-0.02108663
Q3UH93,Plexin-D1,Plxnd1,"TISSUE SPECIFICITY: Detected in embryonic heart and vascular endothelium, brain, dorsal root ganglia, adrenal gland, lung mesenchyme, small intestine and in the ossification centers of vertebral bodies. {ECO:0000269|PubMed:18992737}.",0.026109742,-0.057096713,-0.128019668,-0.147408035,0.155215653,-0.032963974,-0.21001424,0.419487934,0.024476407,0.0258516
Q3UH99,Protein shisa-6 (Cystine-knot AMPAR modulating protein of 52 kDa) (CKAMP52) (Shisa family member 6),Shisa6 Gm879,"TISSUE SPECIFICITY: Highly expressed in cerebellum and hippocampal neurons: CA1 stratum oriens and stratum radiatum, CA3 stratum oriens and stratum lucidum, and the dentate gyrus polymorphic layer (PubMed:26931375). Expressed in other brain structures including olfactory bulb, cortex, amygdala and midbrain (at protein level) (PubMed:26623514, PubMed:26931375). Also expressed in a subset of spermatogonial stem cells (PubMed:28196692). Also expressed in eye, heart, kidney, lung, muscle and spleen. Isoform 2: Specifically expressed in hippocampus (PubMed:26931375). {ECO:0000269|PubMed:26623514, ECO:0000269|PubMed:26931375, ECO:0000269|PubMed:28196692}.",0.745229701,0.149688312,0.219053244,0.070321221,0.515887369,0.454440251,-0.451607366,0.357887137,-0.338964144,0.016570792
Q3UHB1,5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase),Nt5dc3 Gnn,,0.13734465,0.170922572,-0.061393024,-0.892183582,0.372604722,0.084632126,-0.220410976,0.000689228,-0.011105886,0.239032409
Q3UHB8,Coiled-coil domain-containing protein 177,Ccdc177 Gm1568,,0.302183751,0.338713893,0.66522764,0.486934261,0.533177037,0.467220399,0.501411184,0.460008984,0.631315898,0.521038283
Q3UHC0,Trinucleotide repeat-containing gene 6C protein,Tnrc6c Kiaa1582,,-1.145376411,-1.830111189,-0.83656011,-0.906535936,-1.158121551,-1.644472936,-0.777006214,-0.807396374,-1.255987333,-1.115392321
Q3UHC7,Disabled homolog 2-interacting protein (DAB2-interacting protein) (ASK-interacting protein 1) (DOC-2/DAB-2 interactive protein),Dab2ip Kiaa1743,"TISSUE SPECIFICITY: Expressed in vascular endothelium of muscle and aorta, in smooth muscle cells of aorta and epithelial cells of lung. Expressed throughout the brain, including olfactory bulb, hypothalamus, cerebellum and cerebral cortex. Expressed in the soma and processes of neurons in a variety of brain structures, including the developing cerebral cortex, CA1 pyramidal neurons and Purkinje cells. Poorly expressed in medulloblastoma cells compared to cerebellar precursor proliferating progenitor cells (at protein level). Highly expressed in the brain, salivary gland, and testis; moderate expression in kidney and heart. Low expression in the lung, seminal vesicle, ventral prostate, epididymis, liver, and bladder. Very low expression in the coagulation gland and skeleton muscles. Lowest expression seen in spleen. {ECO:0000269|PubMed:12877983, ECO:0000269|PubMed:16629596, ECO:0000269|PubMed:19033661, ECO:0000269|PubMed:22696229, ECO:0000269|PubMed:23326475}.",-0.626232627,-0.290390953,-0.133641859,0.386006381,-0.182887664,-0.58435026,-0.239870795,-0.275805918,-0.448330954,-0.485709416
Q3UHD1,Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-120 (Vstat120); Vasculostatin-40 (Vstat-40)],Adgrb1 Bai1,"TISSUE SPECIFICITY: In brain, widespread expression in all neuropil-rich zones including spinal cord gray matter, cerebellar molecular layer, cerebral cortex, thalamic nuclei and basal ganglia with no expression in white matter (at protein level) (PubMed:20888903). In the cerebellar molecular layer, highly expressed in interneuron processes whereas Purkinje cells and their dendrites show weaker expression (at protein level) (PubMed:20888903). In the olfactory bulb, highly expressed in glomeruli (at protein level) (PubMed:20888903). In the retina, highly concentrated in the outer and inner plexiform layers (at protein level) (PubMed:20888903). Expressed in brain (PubMed:11245925). Enriched in hippocampus and cortex (PubMed:23595754). Also detected in other tissues including bone marrow and spleen (PubMed:17960134). {ECO:0000269|PubMed:11245925, ECO:0000269|PubMed:17960134, ECO:0000269|PubMed:20888903, ECO:0000269|PubMed:23595754}.",-0.42092866,-0.085383692,-0.10064224,-1.567343721,-0.070624653,-0.295192347,-0.230486052,-0.096204465,-0.171681602,0.105774135
Q3UHD2,Glucose-fructose oxidoreductase domain-containing protein 1,Gfod1,,-0.054900212,-0.13557248,0.401606341,0.382867293,0.148192451,0.029260898,-0.322114003,0.499491508,-0.147071506,-0.028620634
Q3UHD3,Microtubule-associated tumor suppressor candidate 2 homolog (Cardiac zipper protein) (Microtubule plus-end tracking protein TIP150) (Tracking protein of 150 kDa),Mtus2 Cazip Kiaa0774 Tip150,"TISSUE SPECIFICITY: Expressed in heart from early embryonic development onwards. Later during embryonic development, expressed in brain and nervous system, in limb buds and in the epithelium lining the bronchia of the lung. Detected in adult brain, heart and eye, but not detected in other adult tissues examined. {ECO:0000269|PubMed:19806667}.",-0.056098981,-0.000775978,-0.321162917,-0.216871069,-0.197915504,-0.249880806,-0.249253906,-0.103203195,-0.053650532,0.004845371
Q3UHD6,Sorting nexin-27,Snx27 Kiaa0488,TISSUE SPECIFICITY: Expressed in cells of hematopoietic origin. {ECO:0000269|PubMed:17351151}.,0.037009275,-0.279159338,-0.197093474,-0.127235622,-0.137522685,-0.22648747,-0.234146113,-0.550959734,-0.069892568,0.147184017
Q3UHD9,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (Phosphatidylinositol 3-kinase enhancer) (PIKE)",Agap2 Centg1 Kiaa0167,,0.01863563,-0.089443576,0.257857036,0.273035424,0.401663567,0.476024169,0.430388945,0.362081322,0.452196696,0.35417385
Q3UHE1,"Membrane-associated phosphatidylinositol transfer protein 3 (Phosphatidylinositol transfer protein, membrane-associated 3) (PITPnm 3) (Pyk2 N-terminal domain-interacting receptor 1) (NIR-1)",Pitpnm3 Nir1,,-0.693156461,-0.543091569,-0.832081183,-0.585724909,-0.676254345,-0.836311111,-1.349312742,-0.604940145,-0.605942562,-0.642478645
Q3UHF7,Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2 homolog) (Myc intron-binding protein 1) (MIBP-1),Hivep2 Mibp1,"TISSUE SPECIFICITY: Expressed in heart, lung, skeletal muscle and liver. In the brain expressed in cerebral cortex, hippocampus, corpora amygdala and cerebellar cortex. {ECO:0000269|PubMed:10207097}.",-0.011722489,0.033553369,-0.152834137,-0.789953941,0.023928694,0.08414394,-0.398105961,-0.331011333,-0.167435064,0.071062424
Q3UHG7,DENN domain-containing protein 11 (DENND11) (Protein LCHN),Dennd11 Kiaa1147 Lchn,,-0.371638856,0.013103293,-0.307667032,-1.688433244,-0.576110679,-0.355078987,-0.334878663,0.053119475,-0.231448712,-0.711964268
Q3UHH1,Zinc finger SWIM domain-containing protein 8,Zswim8 Kiaa0913,,-0.488122312,-0.872149216,-0.049229095,-0.378660217,-0.856564372,-0.500887978,-0.319145366,-0.672862361,-0.501484024,-0.627890533
Q3UHH2,Solute carrier family 22 member 23,Slc22a23,,0.131091984,0.107743059,-0.163867934,1.039036681,-0.063146948,-0.545476821,0.040942595,-0.229931425,-0.050893042,-0.031635739
Q3UHI0,Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Granule cell antiserum positive protein 14) (Protein GCAP14),Ccser2 Fam190b Gcap14 Kiaa1128,TISSUE SPECIFICITY: Expressed in brain (at protein level). {ECO:0000269|PubMed:22673506}.,-2.08408528,-1.728757277,-1.94374033,-1.160778677,-2.142656661,-2.258799275,-1.793394033,-1.776657923,-1.943665386,-2.154865174
Q3UHI4,Protein TMED8,Tmed8,,1.503839318,1.53469588,1.222464916,1.205726591,1.136376618,1.267866122,0.776721486,1.181775263,1.404876194,1.044314947
Q3UHJ0,AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1),Aak1 Kiaa1048,,-0.056992019,-0.22383768,0.210262048,-1.749927264,-0.098315933,0.102407987,0.024509288,0.222119174,-0.074528725,-0.205271315
Q3UHK1,Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13),Slc2a13,,-0.504740563,-0.37819113,-0.845224295,0.144779438,-0.821601139,-0.441152247,-0.946816002,-0.144843873,-0.545443198,-0.726367454
Q3UHK6,Teneurin-4 (Ten-4) (Downstream of CHOP4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4),Tenm4 Doc4 Kiaa1302 Odz4 Tnm4,"TISSUE SPECIFICITY: Expressed in brain and spinal cord (at protein level). Expressed in neurons and oligodendrocytes of the spinal cord. Expressed weakly in kidney, lung and spleen. Expressed in the cortex, CA1, CA2 and CA3 of the hippocampus. Expressed in the white matter, Purkinje cells and molecular layer of the cerebellum. {ECO:0000269|PubMed:12915301, ECO:0000269|PubMed:15489520, ECO:0000269|PubMed:22915103}.",0.306418034,0.449764772,0.329957352,0.252476894,0.210790736,0.40565718,0.54000098,0.143492561,0.139342931,0.180356251
Q3UHL1,CaM kinase-like vesicle-associated protein,Camkv,,-0.335995228,0.022487047,-0.027012393,1.033415714,-0.11409961,-0.011566194,0.32688116,0.455400343,0.010248146,-0.166334658
Q3UHQ6,Protein DOP1B,Dop1b Dopey2 Kiaa0933,"TISSUE SPECIFICITY: Expressed in liver, heart and brain. {ECO:0000269|PubMed:12767918}.",-0.745794542,-0.725240213,-0.861532819,-0.94283529,-1.127689637,-1.050404563,-1.60548009,-1.801145823,-0.577768148,-0.746041318
Q3UHU5,Microtubule cross-linking factor 1 (Coiled-coil domain-containing protein 165) (PAR-1-interacting protein) (SOGA family member 2),Mtcl1 Ccdc165 Kiaa0802 Soga2,,0.140011069,0.236618776,-0.022687618,-0.131021194,0.149953322,0.117185036,-0.096867498,-0.039805525,0.153466114,0.158899136
Q3UHX0,Nucleolar protein 8,Nol8,,-2.211875576,-2.52174844,-2.946594309,NA,-2.78720793,-1.445761293,NA,-1.001838054,-1.957564535,-2.087533167
Q3UHX2,28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1),Pdap1,,0.079520915,-0.033121613,-0.491563132,-0.257624652,-0.465257755,-0.621569219,0.184876251,-0.799316152,-0.232747169,-0.154117171
Q3UHX9,28S rRNA (uridine-N(3))-methyltransferase (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (Methyltransferase C9orf114 homolog) (SPOUT domain-containing methyltransferase 1),Spout1 D2Wsu81e,,-1.416339631,-1.218418917,-0.890916482,-1.512094155,-2.014802675,-1.774039249,-1.402059176,-0.5510166,-1.203541954,-1.330684064
Q3UI43,BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex),Babam1 Merit40 Nba1,,-0.357522558,0.007070283,-1.224012778,-1.281692019,-0.933306787,-0.205423887,-0.820600499,-1.192488523,-0.195508514,-0.196250555
Q3UIL6,Pleckstrin homology domain-containing family A member 7 (PH domain-containing family A member 7) (Heart adapter protein 1),Plekha7 Hadp1,TISSUE SPECIFICITY: Expressed in kidney and lung (at protein level). {ECO:0000269|PubMed:30463011}.,-0.19497793,-0.092023001,-0.155751064,0.219174414,-0.178717754,0.214387598,-0.252667405,0.429397376,-0.120984935,-0.247028879
Q3UIU2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),Ndufb6 Gm137,,0.868382515,0.943427958,1.103901278,0.889291815,0.718382385,0.872802517,0.505564627,0.612182333,0.673191749,0.571661209
Q3UJ81,Nuclear envelope phosphatase-regulatory subunit 1 (NEP1-R1) (Transmembrane protein 188),Cnep1r1 Tmem188,TISSUE SPECIFICITY: Muscle specific with lower expression in other metabolic tissues. {ECO:0000269|PubMed:22134922}.,1.190502918,1.45152117,0.557447142,0.65628388,0.702943961,0.771084487,0.953331254,0.888954659,1.307848449,1.519216712
